Country:e,Name:s,AccentCity:s,Region:e,Population:n,Latitude,Longitude,Test3:n,Prefecture:e,Record:n
jp,minato,Minato,3,,40.521667,141.509722,40.521667,aomori,8603
jp,minato,Minato,4,,35.218056,139.8875,35.218056,chiba,8604
jp,minato,Minato,5,,34.088889,132.991667,34.088889,ehime,8605
jp,minato,Minato,6,,35.659444,136.073889,35.659444,fukui,8606
jp,minato,Minato,7,,33.033333,130.45,33.033333,fukuoka,8607
jp,minato,Minato,13,,34.316667,134.733333,34.316667,hyogo,8608
jp,minato,Minato,14,,36.333333,140.6,36.333333,ibaraki,8609
jp,minato,Minato,15,,37.45,137.066667,37.45,ishikawa,8610
jp,minato,Minato,16,,40.2,141.8,40.2,iwate,8611
jp,minato,Minato,18,,30.45,130.5,30.45,kagoshima,8612
jp,minato,Minato,24,,38.416667,141.316667,38.416667,miyagi,8613
jp,minato,Minato,25,,31.42,131.241667,31.42,miyazaki,8614
jp,minato,Minato,27,,34.633333,129.333333,34.633333,nagasaki,8615
jp,minato,Minato,33,,33.519167,129.951667,33.519167,saga,8616
jp,minato,Minato,37,,34.633333,138.883333,34.633333,shizuoka,8617
jp,minatomiya,Minatomiya,22,,35.633333,134.9,35.633333,kyoto,8618
jp,minatomura,Minatomura,3,,40.521667,141.509722,40.521667,aomori,8619
jp,minawa,Minawa,19,,35.522778,139.319444,35.522778,kanagawa,8620
jp,minazuki,Minazuki,15,,37.35,136.75,37.35,ishikawa,8621
jp,minei,Minei,47,,26.190556,127.753056,26.190556,okinawa,8622
jp,mine,Mine,19,,35.366667,139.033333,35.366667,kanagawa,8623
jp,minenobu,Minenobu,12,,43.266667,141.816667,43.266667,hokkaido,8624
jp,minenosawa,Minenosawa,37,,35,137.85,35,shizuoka,8625
jp,mineoka,Mineoka,12,,45.45,142.007222,45.45,hokkaido,8626
jp,mineyama,Mineyama,22,,35.616667,135.066667,35.616667,kyoto,8627
jp,mineyoshikawa,Mineyoshikawa,2,,39.566667,140.333333,39.566667,akita,8628
jp,minmaya,Minmaya,3,,41.2,140.433333,41.2,aomori,8629
jp,minobu,Minobu,46,,35.366667,138.433333,35.366667,yamanashi,8630
jp,minodani,Minodani,43,,33.783333,135.766667,33.783333,wakayama,8631
jp,minohama,Minohama,7,,33.583333,130.333333,33.583333,fukuoka,8632
jp,minoh,Minoh,32,,34.833333,135.466667,34.833333,osaka,8633
jp,minokamo,Minokamo,9,53968,35.430328,137.00009,35.430328,gifu,8634
jp,minomachi,Minomachi,9,,35.533333,136.916667,35.533333,gifu,8635
jp,mino,Mino,9,23567,35.533333,136.916667,35.533333,gifu,8636
jp,mino,Mino,11,,34.25,132.383333,34.25,hiroshima,8637
jp,minono,Minono,25,,31.9,131.183333,31.9,miyazaki,8638
jp,minoo,Minoo,27,,32.716667,129.866667,32.716667,nagasaki,8639
jp,minoo,Minoo,32,,34.833333,135.466667,34.833333,osaka,8640
jp,minootani,Minootani,43,,33.783333,135.766667,33.783333,wakayama,8641
jp,minoozato,Minoozato,27,,32.716667,129.866667,32.716667,nagasaki,8642
jp,minori,Minori,31,,34.866667,133.7,34.866667,okayama,8643
jp,minoshima,Minoshima,43,,34.083333,135.116667,34.083333,wakayama,8644
jp,minouta,Minouta,12,,42.208611,139.450278,42.208611,hokkaido,8645
jp,minowa,Minowa,10,,36.383333,138.95,36.383333,gunma,8646
jp,minowa,Minowa,40,,35.716667,139.8,35.716667,tokyo,8647
jp,miokawa,Miokawa,43,,33.55,135.683333,33.55,wakayama,8648
jp,mio,Mio,9,,36.15,137.133333,36.15,gifu,8649
jp,mio,Mio,43,,33.883333,135.083333,33.883333,wakayama,8650
jp,miomote,Miomote,29,,38.25,139.716667,38.25,niigata,8651
jp,miraku,Miraku,27,,32.738333,128.7,32.738333,nagasaki,8652
jp,mirakuni,Mirakuni,47,,24.724331,125.322514,24.724331,okinawa,8653
jp,miranoura,Miranoura,18,,30.416667,130.566667,30.416667,kagoshima,8654
jp,mirasaka,Mirasaka,11,,34.766667,132.966667,34.766667,hiroshima,8655
jp,miruka-genya,Miruka-genya,12,,43.55,144.433333,43.55,hokkaido,8656
jp,mirukashi,Mirukashi,33,,33.438333,129.938333,33.438333,saga,8657
jp,mirumaemachi,Mirumaemachi,16,,39.633333,141.183333,39.633333,iwate,8658
jp,miruta-genya,Miruta-genya,12,,43.55,144.433333,43.55,hokkaido,8659
jp,misaka,Misaka,11,,34.85,133.233333,34.85,hiroshima,8660
jp,misakicho,Misakicho,12,,42.316667,141,42.316667,hokkaido,8661
jp,misakimachi-koajiro,Misakimachi-Koajiro,19,,35.15,139.633333,35.15,kanagawa,8662
jp,misakimachi,Misakimachi,12,,42.316667,141,42.316667,hokkaido,8663
jp,misaki,Misaki,5,,33.387861,132.12322,33.387861,ehime,8664
jp,misaki,Misaki,12,,42.316667,141,42.316667,hokkaido,8665
jp,misaki,Misaki,19,,35.15,139.633333,35.15,kanagawa,8666
jp,misaki,Misaki,45,,34.116667,130.866667,34.116667,yamaguchi,8667
jp,misakubo,Misakubo,37,,35.15,137.866667,35.15,shizuoka,8668
jp,misa,Misa,43,,33.916667,135.316667,33.916667,wakayama,8669
jp,misato,Misato,27,,33.4,129.733333,33.4,nagasaki,8670
jp,misato,Misato,29,,37.65,139.483333,37.65,niigata,8671
jp,misato,Misato,34,129695,35.860597,139.864486,35.860597,saitama,8672
jp,misato,Misato,47,,26.343056,127.807222,26.343056,okinawa,8673
jp,misawa,Misawa,3,42805,40.683611,141.359722,40.683611,aomori,8674
jp,misawa,Misawa,12,,42.75,141.716667,42.75,hokkaido,8675
jp,misayamagodo,Misayamagodo,26,,35.933333,138.216667,35.933333,nagano,8676
jp,misayama-kodo,Misayama-kodo,26,,35.933333,138.216667,35.933333,nagano,8677
jp,mise,Mise,23,,34.4,136.433333,34.4,mie,8678
jp,mise,Mise,28,,34.466667,135.8,34.466667,nara,8679
jp,mishayamagodo,Mishayamagodo,26,,35.933333,138.216667,35.933333,nagano,8680
jp,mishimacho,Mishimacho,37,,34.683333,137.75,34.683333,shizuoka,8681
jp,mishima,Mishima,5,,33.983333,133.55,33.983333,ehime,8682
jp,mishima,Mishima,8,,37.116667,140.866667,37.116667,fukushima,8683
jp,mishima,Mishima,20,,33.75,133.55,33.75,kochi,8684
jp,mishima,Mishima,28,,34.6,135.85,34.6,nara,8685
jp,mishima,Mishima,37,113480,35.116667,138.916667,35.116667,shizuoka,8686
jp,mishohirajo,Mishohirajo,5,,32.962376,132.561679,32.962376,ehime,8687
jp,mishukucho,Mishukucho,40,,35.65,139.666667,35.65,tokyo,8688
jp,mishuku,Mishuku,37,,35.2,138.9,35.2,shizuoka,8689
jp,mishuku,Mishuku,40,,35.65,139.666667,35.65,tokyo,8690
jp,misono,Misono,12,,42.4,142.483333,42.4,hokkaido,8691
jp,misugo,Misugo,16,,39.933333,141.516667,39.933333,iwate,8692
jp,misuhara-machi,Misuhara-machi,32,,34.566667,135.466667,34.566667,osaka,8693
jp,misuko,Misuko,16,,39.933333,141.516667,39.933333,iwate,8694
jp,misumi-ichi,Misumi-ichi,45,,34.366667,131.25,34.366667,yamaguchi,8695
jp,misumi,Misumi,21,,32.616667,130.45,32.616667,kumamoto,8696
jp,misumi,Misumi,24,,38.07,140.557222,38.07,miyagi,8697
jp,misumi,Misumi,36,,34.766667,131.966667,34.766667,shimane,8698
jp,misumi-naka,Misumi-naka,45,,34.366667,131.25,34.366667,yamaguchi,8699
jp,misumi-ue,Misumi-ue,45,,34.35,131.3,34.35,yamaguchi,8700
jp,mitabe,Mitabe,36,,36.066667,132.966667,36.066667,shimane,8701
jp,mitai,Mitai,25,,32.7,131.3,32.7,miyazaki,8702
jp,mitajirimachi,Mitajirimachi,45,,34.033333,131.583333,34.033333,yamaguchi,8703
jp,mitajiri,Mitajiri,45,,34.033333,131.583333,34.033333,yamaguchi,8704
jp,mitaka-machi,Mitaka-machi,40,,35.683333,139.55,35.683333,tokyo,8705
jp,mitaka,Mitaka,37,,34.75,139.016667,34.75,shizuoka,8706
jp,mitaka,Mitaka,40,178739,35.683333,139.55,35.683333,tokyo,8707
jp,mitaka-mura,Mitaka-mura,40,,35.683333,139.55,35.683333,tokyo,8708
jp,mitake-cho,Mitake-cho,9,,35.416667,137.133333,35.416667,gifu,8709
jp,mitake,Mitake,9,19340,35.416667,137.133333,35.416667,gifu,8710
jp,mitake,Mitake,45,,34.183333,131.866667,34.183333,yamaguchi,8711
jp,mitake,Mitake,46,,35.766667,138.55,35.766667,yamanashi,8712
jp,mitakeyama,Mitakeyama,19,,35.286111,139.105556,35.286111,kanagawa,8713
jp,mita,Mita,3,,40.583333,141.4,40.583333,aomori,8714
jp,mita,Mita,40,,35.65,139.733333,35.65,tokyo,8715
jp,mitanigawa,Mitanigawa,45,,34.216667,131.666667,34.216667,yamaguchi,8716
jp,mitanikawa,Mitanikawa,45,,34.216667,131.666667,34.216667,yamaguchi,8717
jp,mitani,Mitani,39,,33.933333,134.483333,33.933333,tokushima,8718
jp,mitarai,Mitarai,11,,34.183333,132.866667,34.183333,hiroshima,8719
jp,mitariyama,Mitariyama,18,,30.516667,130.933333,30.516667,kagoshima,8720
jp,mita-shikokucho,Mita-shikokucho,40,,35.65,139.733333,35.65,tokyo,8721
jp,mita-shikokumachi,Mita-shikokumachi,40,,35.65,139.733333,35.65,tokyo,8722
jp,mitate,Mitate,25,,32.783333,131.45,32.783333,miyazaki,8723
jp,mitchaya,Mitchaya,28,,34.416667,135.933333,34.416667,nara,8724
jp,mitera,Mitera,11,,34.278056,133.116667,34.278056,hiroshima,8725
jp,mitogawa,Mitogawa,43,,33.55,135.683333,33.55,wakayama,8726
jp,mitoko,Mitoko,7,,33.556667,130.151667,33.556667,fukuoka,8727
jp,mitoma,Mitoma,7,,33.7,130.416667,33.7,fukuoka,8728
jp,mito-shi,Mito-shi,14,,36.341389,140.446667,36.341389,ibaraki,8729
jp,mitoya,Mitoya,36,,35.283333,132.866667,35.283333,shimane,8730
jp,mitsuchaya,Mitsuchaya,28,,34.416667,135.933333,34.416667,nara,8731
jp,mitsugahama,Mitsugahama,5,,33.85,132.716667,33.85,ehime,8732
jp,mitsugarasucho,Mitsugarasucho,28,,34.666667,135.833333,34.666667,nara,8733
jp,mitsugoe,Mitsugoe,27,,33.05,129.85,33.05,nagasaki,8734
jp,mitsuguchi,Mitsuguchi,11,,34.283333,132.75,34.283333,hiroshima,8735
jp,mitsuhama,Mitsuhama,5,,33.85,132.716667,33.85,ehime,8736
jp,mitsui,Mitsui,12,,43.85,144.683333,43.85,hokkaido,8737
jp,mitsuishi,Mitsuishi,12,,42.25,142.55,42.25,hokkaido,8738
jp,mitsuishi,Mitsuishi,31,,34.8,134.266667,34.8,okayama,8739
jp,mitsuiwa,Mitsuiwa,12,,42.816667,142.416667,42.816667,hokkaido,8740
jp,mitsuja,Mitsuja,28,,34.416667,135.933333,34.416667,nara,8741
jp,mitsujya,Mitsujya,28,,34.416667,135.933333,34.416667,nara,8742
jp,mitsukaido,Mitsukaido,14,41147,36.016667,139.983333,36.016667,ibaraki,8743
jp,mitsukarasucho,Mitsukarasucho,28,,34.666667,135.833333,34.666667,nara,8744
jp,mitsuke,Mitsuke,29,43180,37.533333,138.933333,37.533333,niigata,8745
jp,mitsuke,Mitsuke,37,,34.716667,137.866667,34.716667,shizuoka,8746
jp,mitsuki,Mitsuki,14,,36.516667,140.633333,36.516667,ibaraki,8747
jp,mitsukoe,Mitsukoe,27,,33.05,129.85,33.05,nagasaki,8748
jp,mitsukoshi,Mitsukoshi,27,,33.05,129.85,33.05,nagasaki,8749
jp,mitsukuchi,Mitsukuchi,11,,34.283333,132.75,34.283333,hiroshima,8750
jp,mitsukue,Mitsukue,5,,33.456829,132.243686,33.456829,ehime,8751
jp,mitsumachi,Mitsumachi,11,,34.316667,132.816667,34.316667,hiroshima,8752
jp,mitsumata,Mitsumata,12,,43.505,143.153056,43.505,hokkaido,8753
jp,mitsumata,Mitsumata,29,,36.9,138.783333,36.9,niigata,8754
jp,mitsumati,Mitsumati,12,,43.505,143.153056,43.505,hokkaido,8755
jp,mitsumine,Mitsumine,34,,35.916667,138.933333,35.916667,saitama,8756
jp,mitsu,Mitsu,11,,34.316667,132.816667,34.316667,hiroshima,8757
jp,mitsu,Mitsu,20,,33.283333,134.183333,33.283333,kochi,8758
jp,mitsu,Mitsu,36,,35.516667,133.033333,35.516667,shimane,8759
jp,mitsunashi,Mitsunashi,2,,39.133333,140.583333,39.133333,akita,8760
jp,mitsune,Mitsune,40,,33.116667,139.816667,33.116667,tokyo,8761
jp,mitsunosho,Mitsunosho,11,,34.3,133.191667,34.3,hiroshima,8762
jp,mitsushima,Mitsushima,26,,35.266667,137.85,35.266667,nagano,8763
jp,mitsuwa,Mitsuwa,8,,37.533333,140.066667,37.533333,fukushima,8764
jp,mitsuya,Mitsuya,24,,38.45316,141.180139,38.45316,miyagi,8765
jp,mituhama,Mituhama,5,,33.85,132.716667,33.85,ehime,8766
jp,mitukue,Mitukue,5,,33.456829,132.243686,33.456829,ehime,8767
jp,mitune,Mitune,40,,33.116667,139.816667,33.116667,tokyo,8768
jp,miumaya,Miumaya,3,,41.2,140.433333,41.2,aomori,8769
jp,miura,Miura,19,51484,35.14,139.619167,35.14,kanagawa,8770
jp,miura,Miura,23,,34.166667,136.283333,34.166667,mie,8771
jp,miura,Miura,24,,38.39838,141.101638,38.39838,miyagi,8772
jp,miura,Miura,26,,35.816667,137.4,35.816667,nagano,8773
jp,miwaka,Miwaka,11,,34.716667,132.883333,34.716667,hiroshima,8774
jp,miwa,Miwa,26,,36.666667,138.2,36.666667,nagano,8775
jp,miwa,Miwa,28,,34.516667,135.85,34.516667,nara,8776
jp,miwasaki,Miwasaki,43,,33.683333,135.983333,33.683333,wakayama,8777
jp,miwatan,Miwatan,23,,34.6,136.516667,34.6,mie,8778
jp,miwatari,Miwatari,23,,34.6,136.516667,34.6,mie,8779
jp,miwazaki,Miwazaki,43,,33.683333,135.983333,33.683333,wakayama,8780
jp,miyaara,Miyaara,47,,24.352281,124.222611,24.352281,okinawa,8781
jp,miyabara,Miyabara,11,,34.5,132.583333,34.5,hiroshima,8782
jp,miyachi,Miyachi,9,,35.766667,137.283333,35.766667,gifu,8783
jp,miyachi,Miyachi,18,,31.55,131.133333,31.55,kagoshima,8784
jp,miyadaira,Miyadaira,34,,35.993056,139.208611,35.993056,saitama,8785
jp,miyada,Miyada,1,,35.35,136.833333,35.35,aichi,8786
jp,miyada,Miyada,7,,33.716667,130.666667,33.716667,fukuoka,8787
jp,miyada,Miyada,26,,35.766667,137.95,35.766667,nagano,8788
jp,miyagahama,Miyagahama,18,,31.266667,130.616667,31.266667,kagoshima,8789
jp,miyagawa,Miyagawa,4,,35.65,140.5,35.65,chiba,8790
jp,miyagawa,Miyagawa,29,,37.45,138.616667,37.45,niigata,8791
jp,miyagi-dantai,Miyagi-dantai,12,,43.333333,144.366667,43.333333,hokkaido,8792
jp,miyagi,Miyagi,12,,43.333333,144.366667,43.333333,hokkaido,8793
jp,miyagi,Miyagi,47,,26.371244,127.983278,26.371244,okinawa,8794
jp,miyaguiku,Miyaguiku,47,,26.625658,128.182361,26.625658,okinawa,8795
jp,miyaguni,Miyaguni,47,,24.724331,125.322514,24.724331,okinawa,8796
jp,miyagusuku,Miyagusuku,47,,26.203056,127.738889,26.203056,okinawa,8797
jp,miyaharacho,Miyaharacho,32,,34.733333,135.5,34.733333,osaka,8798
jp,miyahara,Miyahara,11,,34.266667,133.106667,34.266667,hiroshima,8799
jp,miyahara,Miyahara,21,,32.55,130.683333,32.55,kumamoto,8800
jp,miyaharamura,Miyaharamura,21,,32.55,130.683333,32.55,kumamoto,8801
jp,miyajikumachi,Miyajikumachi,44,,38.301389,140.141389,38.301389,yamagata,8802
jp,miyajiku,Miyajiku,44,,38.301389,140.141389,38.301389,yamagata,8803
jp,miyajima,Miyajima,11,,34.3,132.316667,34.3,hiroshima,8804
jp,miyajima,Miyajima,37,,34.783333,138.3,34.783333,shizuoka,8805
jp,miyaji,Miyaji,7,,33.783333,130.483333,33.783333,fukuoka,8806
jp,miyaji,Miyaji,9,,35.766667,137.283333,35.766667,gifu,8807
jp,miyaji,Miyaji,17,,34.2,133.983333,34.2,kagawa,8808
jp,miyaji,Miyaji,18,,31.55,131.133333,31.55,kagoshima,8809
jp,miyaji,Miyaji,21,,32.95,131.116667,32.95,kumamoto,8810
jp,miyajuku,Miyajuku,44,,38.301389,140.141389,38.301389,yamagata,8811
jp,miyakami,Miyakami,37,,34.983333,138.5,34.983333,shizuoka,8812
jp,miyakami,Miyakami,40,,35.6,139.35,35.6,tokyo,8813
jp,miyakasa,Miyakasa,37,,34.983333,138.5,34.983333,shizuoka,8814
jp,miyakawa,Miyakawa,4,,35.65,140.5,35.65,chiba,8815
jp,miyake,Miyake,32,,34.583333,135.55,34.583333,osaka,8816
jp,miyaki,Miyaki,26,,35.983333,137.983333,35.983333,nagano,8817
jp,miyakoda,Miyakoda,24,,38.902222,140.936389,38.902222,miyagi,8818
jp,miyakojima,Miyakojima,34,,36.25,139.183333,36.25,saitama,8819
jp,miyakojima,Miyakojima,47,,24.890689,125.120414,24.890689,okinawa,8820
jp,miyako,Miyako,8,,37.566667,139.85,37.566667,fukushima,8821
jp,miyako,Miyako,16,51721,39.636667,141.9525,39.636667,iwate,8822
jp,miyakonojo,Miyakonojo,25,130995,31.733333,131.066667,31.733333,miyazaki,8823
jp,miyakonozyo,Miyakonozyo,25,,31.733333,131.066667,31.733333,miyazaki,8824
jp,miyakoshima,Miyakoshima,34,,36.25,139.183333,36.25,saitama,8825
jp,miyakubo,Miyakubo,5,,34.176111,133.075,34.176111,ehime,8826
jp,miyakuni,Miyakuni,47,,24.724331,125.322514,24.724331,okinawa,8827
jp,miyakura,Miyakura,11,,34.683333,132.833333,34.683333,hiroshima,8828
jp,miyakusuku,Miyakusuku,47,,26.625658,128.182361,26.625658,okinawa,8829
jp,miyamachi,Miyamachi,44,,38.266667,140.35,38.266667,yamagata,8830
jp,miyamaecho,Miyamaecho,10,,36.316667,139.2,36.316667,gunma,8831
jp,miyamae,Miyamae,4,,35.483333,140.4,35.483333,chiba,8832
jp,miyamae,Miyamae,23,,34.433333,136.333333,34.433333,mie,8833
jp,miyamae,Miyamae,29,,38.133333,139.533333,38.133333,niigata,8834
jp,miyamai,Miyamai,4,,35.483333,140.4,35.483333,chiba,8835
jp,miyamai,Miyamai,29,,38.133333,139.533333,38.133333,niigata,8836
jp,miyama,Miyama,8,,37.733333,140.916667,37.733333,fukushima,8837
jp,miyama,Miyama,9,,35.733333,137,35.733333,gifu,8838
jp,miya,Miya,1,,34.8,137.25,34.8,aichi,8839
jp,miya,Miya,13,,34.8,134.666667,34.8,hyogo,8840
jp,miya,Miya,24,,38.041667,140.651389,38.041667,miyagi,8841
jp,miya,Miya,44,,38.1,140.033333,38.1,yamagata,8842
jp,miyamoto,Miyamoto,29,,37.45,138.75,37.45,niigata,8843
jp,miyanobaba,Miyanobaba,45,,34.083333,131.716667,34.083333,yamaguchi,8844
jp,miyanohara,Miyanohara,21,,32.55,130.683333,32.55,kumamoto,8845
jp,miyanoharu,Miyanoharu,21,,32.55,130.683333,32.55,kumamoto,8846
jp,miyanojo,Miyanojo,18,,31.9,130.45,31.9,kagoshima,8847
jp,miyanokoshi,Miyanokoshi,26,,35.883333,137.766667,35.883333,nagano,8848
jp,miyanokubo,Miyanokubo,5,,34.176111,133.075,34.176111,ehime,8849
jp,miyanomae,Miyanomae,19,,35.422778,139.392778,35.422778,kanagawa,8850
jp,miyanomae,Miyanomae,23,,34.433333,136.333333,34.433333,mie,8851
jp,miyanomae,Miyanomae,29,,38.133333,139.533333,38.133333,niigata,8852
jp,miyanome,Miyanome,16,,39.416667,141.133333,39.416667,iwate,8853
jp,miyano,Miyano,12,,42.216667,139.866667,42.216667,hokkaido,8854
jp,miyano,Miyano,23,,34.566667,136.383333,34.566667,mie,8855
jp,miyano,Miyano,24,,38.75,141.016667,38.75,miyagi,8856
jp,miyanoo,Miyanoo,7,,33.15,130.833333,33.15,fukuoka,8857
jp,miyanoshita,Miyanoshita,5,,33.283333,132.6,33.283333,ehime,8858
jp,miyanoshita,Miyanoshita,8,,37.466667,139.633333,37.466667,fukushima,8859
jp,miyanoshita,Miyanoshita,19,,35.233333,139.066667,35.233333,kanagawa,8860
jp,miyanoshita,Miyanoshita,29,,38.25,139.483333,38.25,niigata,8861
jp,miyanoura,Miyanoura,5,,34.25,133,34.25,ehime,8862
jp,miyanoura,Miyanoura,17,,34.458333,133.976111,34.458333,kagawa,8863
jp,miyanoura,Miyanoura,18,,30.416667,130.566667,30.416667,kagoshima,8864
jp,miyanoura,Miyanoura,25,,31.390833,131.333333,31.390833,miyazaki,8865
jp,miyanoura,Miyanoura,27,,33.1875,129.357778,33.1875,nagasaki,8866
jp,miyanoura,Miyanoura,44,,38.9,139.816667,38.9,yamagata,8867
jp,miyaoki,Miyaoki,13,,34.916667,134.666667,34.916667,hyogo,8868
jp,miyara,Miyara,47,,24.352281,124.222611,24.352281,okinawa,8869
jp,miyasaki,Miyasaki,24,,38.608056,140.753611,38.608056,miyagi,8870
jp,miyasaki,Miyasaki,42,,36.966667,137.583333,36.966667,toyama,8871
jp,miyasato,Miyasato,47,,26.336667,127.817222,26.336667,okinawa,8872
jp,miyasawa,Miyasawa,2,,40.019722,139.923056,40.019722,akita,8873
jp,miyasawa,Miyasawa,24,,38.620278,140.938056,38.620278,miyagi,8874
jp,miyashima,Miyashima,11,,34.3,132.316667,34.3,hiroshima,8875
jp,miyashiro,Miyashiro,43,,33.916667,135.483333,33.916667,wakayama,8876
jp,miyashita,Miyashita,8,,37.466667,139.633333,37.466667,fukushima,8877
jp,miyashita,Miyashita,24,,38.403022,141.051281,38.403022,miyagi,8878
jp,miyashita,Miyashita,29,,38.25,139.483333,38.25,niigata,8879
jp,miyatacho,Miyatacho,14,,36.6,140.65,36.6,ibaraki,8880
jp,miyata,Miyata,1,,35.35,136.833333,35.35,aichi,8881
jp,miyata,Miyata,7,20421,33.716667,130.666667,33.716667,fukuoka,8882
jp,miyata,Miyata,14,,36.6,140.65,36.6,ibaraki,8883
jp,miyata,Miyata,26,,35.766667,137.95,35.766667,nagano,8884
jp,miyatoko,Miyatoko,24,,38.402222,140.8425,38.402222,miyagi,8885
jp,miyatomo,Miyatomo,33,,33.55,129.9,33.55,saga,8886
jp,miyatsu,Miyatsu,12,,42.206944,139.551667,42.206944,hokkaido,8887
jp,miyauchi,Miyauchi,11,,34.566667,133.266667,34.566667,hiroshima,8888
jp,miyauchi,Miyauchi,29,,37.416667,138.833333,37.416667,niigata,8889
jp,miyauchi,Miyauchi,44,,38.071389,140.136944,38.071389,yamagata,8890
jp,miyaura,Miyaura,5,,34.25,133,34.25,ehime,8891
jp,miyawada,Miyawada,14,,35.916667,140.116667,35.916667,ibaraki,8892
jp,miyayama,Miyayama,31,,34.683333,133.533333,34.683333,okayama,8893
jp,miyayuka,Miyayuka,24,,38.402222,140.8425,38.402222,miyagi,8894
jp,miyazaki,Miyazaki,5,,34.101111,132.906667,34.101111,ehime,8895
jp,miyazaki,Miyazaki,8,,37.483333,139.533333,37.483333,fukushima,8896
jp,miyazaki,Miyazaki,24,,38.608056,140.753611,38.608056,miyagi,8897
jp,miyazaki,Miyazaki,42,,36.966667,137.583333,36.966667,toyama,8898
jp,miyazaki,Miyazaki,44,,38.033611,140.118333,38.033611,yamagata,8899
jp,miyazaki,Miyazaki,45,,33.983333,130.983333,33.983333,yamaguchi,8900
jp,miyazaki-shi,Miyazaki-shi,25,,31.911111,131.423889,31.911111,miyazaki,8901
jp,miyazato,Miyazato,47,,26.336667,127.817222,26.336667,okinawa,8902
jp,miyazatu,Miyazatu,47,,26.336667,127.817222,26.336667,okinawa,8903
jp,miyazawa,Miyazawa,2,,40.019722,139.923056,40.019722,akita,8904
jp,miyazawa,Miyazawa,24,,38.620278,140.938056,38.620278,miyagi,8905
jp,miyazu,Miyazu,12,,42.206944,139.551667,42.206944,hokkaido,8906
jp,miyazu,Miyazu,22,21632,35.533333,135.183333,35.533333,kyoto,8907
jp,miyosawa,Miyosawa,10,,36.483333,139.183333,36.483333,gunma,8908
jp,miyoshi,Miyoshi,5,,33.95,133.05,33.95,ehime,8909
jp,miyoshi,Miyoshi,11,39257,34.8,132.85,34.8,hiroshima,8910
jp,miyosi,Miyosi,11,,34.8,132.85,34.8,hiroshima,8911
jp,miyozawa,Miyozawa,10,,36.483333,139.183333,36.483333,gunma,8912
jp,miyuguni,Miyuguni,47,,24.724331,125.322514,24.724331,okinawa,8913
jp,miza,Miza,9,,36.283333,137.366667,36.283333,gifu,8914
jp,miza,Miza,43,,33.916667,135.316667,33.916667,wakayama,8915
jp,mizoguchi,Mizoguchi,41,,35.35,133.433333,35.35,tottori,8916
jp,mizonobe,Mizonobe,44,,38.390278,140.307222,38.390278,yamagata,8917
jp,mizotani-ko,Mizotani-ko,22,,35.65,135.1,35.65,kyoto,8918
jp,mizotani,Mizotani,22,,35.65,135.1,35.65,kyoto,8919
jp,mizotani-otsu,Mizotani-otsu,22,,35.65,135.116667,35.65,kyoto,8920
jp,mizuba,Mizuba,5,,34.120278,133.021667,34.120278,ehime,8921
jp,mizuba,Mizuba,45,,33.916667,132.05,33.916667,yamaguchi,8922
jp,mizuchi,Mizuchi,5,,34.15,133.033333,34.15,ehime,8923
jp,mizuecho,Mizuecho,19,,35.516667,139.733333,35.516667,kanagawa,8924
jp,mizue,Mizue,19,,35.516667,139.733333,35.516667,kanagawa,8925
jp,mizugadoro,Mizugadoro,44,,38.433333,140.066667,38.433333,yamagata,8926
jp,mizugajoro,Mizugajoro,44,,38.433333,140.066667,38.433333,yamagata,8927
jp,mizugama,Mizugama,47,,26.360292,127.748903,26.360292,okinawa,8928
jp,mizugasaki,Mizugasaki,25,,32.683333,131.333333,32.683333,miyazaki,8929
jp,mizugatoro,Mizugatoro,44,,38.433333,140.066667,38.433333,yamagata,8930
jp,mizugaura,Mizugaura,5,,33.2,132.45,33.2,ehime,8931
jp,mizuguchibokujo,Mizuguchibokujo,12,,45.033333,141.666667,45.033333,hokkaido,8932
jp,mizuguchi,Mizuguchi,12,,45.033333,141.666667,45.033333,hokkaido,8933
jp,mizuguruma-cho,Mizuguruma-cho,1,,35.1,136.933333,35.1,aichi,8934
jp,mizuhama,Mizuhama,24,,38.5,141.483333,38.5,miyagi,8935
jp,mizuhashi,Mizuhashi,42,,36.75,137.3,36.75,toyama,8936
jp,mizuho,Mizuho,12,,43.888611,143.637222,43.888611,hokkaido,8937
jp,mizuho,Mizuho,19,,35.471667,139.65,35.471667,kanagawa,8938
jp,mizukaido,Mizukaido,14,,36.016667,139.983333,36.016667,ibaraki,8939
jp,mizukami,Mizukami,12,,43.783333,144.5,43.783333,hokkaido,8940
jp,mizukami,Mizukami,43,,33.816667,135.483333,33.816667,wakayama,8941
jp,mizuki,Mizuki,14,,36.516667,140.633333,36.516667,ibaraki,8942
jp,mizukue,Mizukue,41,,35.316667,133.55,35.316667,tottori,8943
jp,mizumata,Mizumata,21,,32.216667,130.4,32.216667,kumamoto,8944
jp,mizu,Mizu,36,,35.516667,133.033333,35.516667,shimane,8945
jp,mizunami-cho,Mizunami-cho,9,,35.366667,137.25,35.366667,gifu,8946
jp,mizunami,Mizunami,9,42618,35.366667,137.25,35.366667,gifu,8947
jp,mizunashi,Mizunashi,2,,39.133333,140.583333,39.133333,akita,8948
jp,mizunashi,Mizunashi,12,,42.816667,140.183333,42.816667,hokkaido,8949
jp,mizunoura,Mizunoura,27,,32.9,130.166667,32.9,nagasaki,8950
